Year,Month, Brunei Darussalam , Indonesia , Malaysia , Philippines , Thailand , Viet Nam , Myanmar , Japan , Hong Kong , China , Taiwan ," Korea, Republic Of ", India , Pakistan , Sri Lanka , Saudi Arabia , Kuwait , UAE , United Kingdom , Germany , France , Italy , Netherlands , Greece , Belgium & Luxembourg , Switzerland , Austria , Scandinavia , CIS & Eastern Europe , USA , Canada , Australia , New Zealand , Africa 
2000,Aug,6658,96891,43952,14168,19311,3227,1822,101785,31963,41162,30732,34877,26859,4237,6222,5001,2971,3720,39598,13193,8442,7709,7284,1908,2291,3575,1388,6020,3596,31776,5884,44627,8205,9017
2000,Sep,4545,94625,50267,13683,19266,2584,1655,89417,20566,31239,19824,23207,28881,3570,4970,1262,460,1434,34229,12813,5064,3329,6372,1215,1951,3367,978,5787,3153,28323,4250,49341,12237,7297
2000,Oct,3958,105711,45592,15216,22009,2541,1704,73383,21512,35195,17685,28185,29385,3785,4847,1072,290,1168,40203,15791,5840,3254,7781,1305,2425,4612,1223,8353,3916,32670,5851,48281,8837,8342
2000,Nov,4477,94642,50641,14967,17934,2563,1906,80889,21326,32999,17034,31169,27058,3895,5336,756,216,1097,42316,16171,6041,3071,7156,934,2284,4511,1307,8538,4374,33171,6681,42794,6859,8156
2000,Dec,5877,155309,58491,14887,19493,2389,2677,73898,22183,37762,19314,28426,26818,3268,6306,994,231,1471,41969,12127,5425,2697,6284,1162,2200,4044,983,8164,4187,32740,6525,45258,6576,9532
2001,Jan,3830,115824,45594,12562,17330,2629,1713,65381,27778,56460,20418,32727,23699,3123,4176,1114,532,1321,45231,12891,5384,3023,6299,1079,1740,4065,1241,8790,5947,33297,7071,50416,7220,8385
2001,Feb,4373,94251,40761,14196,18039,2211,1639,72335,18442,36157,20078,32777,23975,3688,4370,839,345,1076,44240,15611,6564,3338,6395,783,1950,4248,1308,9166,4267,31381,6815,36260,5227,6135
2001,Mar,4668,110821,47514,17002,22656,2490,1808,85655,27025,30320,16438,32441,27300,3861,4970,1440,469,1647,49496,18041,6353,2930,6978,764,2088,4061,1407,9359,4361,35194,7461,41910,5854,7786
2001,Apr,6392,94613,45923,21009,27816,2684,2211,58348,25816,37542,19756,30150,28454,4173,6058,850,209,1434,40964,15126,6434,2316,5334,687,1793,4020,1081,7475,3647,27734,5537,45145,7561,8756
2001,May,4867,99026,53572,19195,25807,2340,1595,58984,19806,41999,16381,28842,41233,3991,4826,1007,256,1283,28245,13585,5746,2294,5347,635,1878,3198,793,4855,3978,29411,5475,45091,8321,6740
2001,Jun,5522,109705,52523,15870,22556,3043,1962,64582,23752,31882,19445,26914,36281,4702,4227,2502,471,1770,27897,10973,4920,2342,5253,796,1491,2840,770,6022,3761,31692,4652,46600,9345,6178
2001,Jul,6083,135816,47020,14460,21522,3618,1754,76373,24929,45570,25185,34830,28493,6358,4731,8469,2316,4095,36151,12761,7441,3514,7987,1139,2472,4051,1438,8220,3918,32865,5682,55458,11376,8608
2001,Aug,6596,107481,47436,15481,22090,3460,1601,92508,28515,51208,21981,35899,25302,4748,5202,6121,3088,3754,39004,13082,8782,6791,7330,1986,2427,3403,1377,6087,4117,28641,5794,45566,8992,7834
2001,Sep,4665,98188,53851,14553,19644,3854,2038,69850,20024,34386,15218,23526,27260,3785,4262,1288,437,1442,33716,13939,4835,2932,6114,1306,2113,3675,1141,5828,4507,22164,4576,53867,10202,7447
2001,Oct,4436,115797,43037,15289,25476,2871,1783,35970,19363,42586,14259,24125,25595,1537,4207,458,189,1020,36163,15164,4945,2476,6334,610,1929,4561,1200,7255,3874,19271,4786,50839,8449,6641
2001,Nov,4418,99740,46272,14599,17845,2929,1622,32294,18583,41208,15219,29452,24792,437,4085,305,133,1010,38748,14577,5088,1839,5741,634,2010,4162,1358,6844,3981,23970,5347,38329,5692,5580
2001,Dec,6414,183118,55216,16414,20177,2504,1949,43483,22124,48080,17709,27400,27429,439,5134,720,245,1767,40163,11231,4964,1944,5877,900,1529,4235,937,7107,4773,28188,6077,41200,6044,7899
2002,Jan,4031,105008,40207,13518,18648,2536,2048,47447,16630,50303,18995,38613,24841,705,4351,385,431,1551,44699,12520,5454,2141,5847,962,1617,4272,1106,8517,5998,28906,6833,47549,6857,6586
2002,Feb,4090,90150,43635,13668,17579,2987,1367,49583,26760,81649,21463,30745,21446,452,3720,489,459,1289,44836,13124,7060,2487,5411,859,1855,3973,1182,8487,4544,27918,6408,34828,4518,4302
2002,Mar,4517,114203,44116,20245,22804,2704,1768,68549,24043,42728,16038,38393,29162,774,4437,422,251,1378,51015,17412,6981,3137,6054,1096,2507,4480,1495,9754,4672,30479,6751,42579,6093,6658
2002,Apr,5508,98809,47413,20192,30425,3328,2086,49149,21771,63880,17554,32704,28644,794,5820,480,221,1256,38055,15166,6894,3489,5885,981,1728,3929,1308,7078,4108,24640,4903,45350,6945,6248
2002,May,4283,99719,49524,21424,24040,2980,1698,50563,23490,56486,16570,27807,48463,870,4496,296,217,1215,27613,11548,5668,2334,5091,880,1517,3423,829,5067,3819,26403,4788,45050,8164,5139
2002,Jun,5132,116715,44066,16442,22060,3989,2060,54892,22965,41186,17251,27519,40405,1015,3988,504,473,1668,28193,9132,4744,2368,4779,1163,1418,2649,751,5753,3122,28614,4175,48334,10113,5965
2002,Jul,4915,139889,41200,13947,21246,4519,2052,66566,26488,51147,25238,32353,28163,1339,4417,1194,1760,3535,33840,11440,6598,3560,7351,1481,2202,3792,1527,7736,4496,29790,5771,54252,10875,6649
2002,Aug,6290,105888,40172,13951,21075,4085,2144,85655,26513,62699,22147,39236,27263,906,5261,993,2270,3638,37921,12441,8144,6671,6388,1759,1948,3296,1459,5154,3924,27730,5611,43873,9291,6541
2002,Sep,4529,102876,48193,13613,19413,3087,1775,77884,18914,47217,13553,21472,27878,964,4303,467,411,1367,33792,13281,5038,3017,5825,1089,1677,3285,1097,5225,3732,23507,4514,52309,10730,5862
2002,Oct,5100,117010,44455,16762,25699,3865,1799,58489,21025,57693,15730,28827,33223,1157,4480,411,289,1276,37735,15678,5707,2638,7001,844,1716,3938,1281,7270,3932,26044,5553,50054,8364,6067
2002,Nov,4599,105571,48399,15188,19006,3075,1696,54294,17425,56422,11981,28758,35137,840,3876,409,88,998,39484,14924,5202,2418,6358,734,2025,4122,1472,6944,4221,25976,6043,35907,5964,5150
2002,Dec,7053,197159,57267,16609,21870,3493,1844,60338,19941,58683,12796,24591,31003,753,5540,702,243,1609,41326,10838,4661,2477,5658,953,1531,4071,1137,7946,4886,27644,6593,38293,6188,7666
2003,Jan,4190,128385,41067,14438,19668,2657,1807,53131,17336,62454,15826,34976,27325,825,4245,350,361,1303,48040,12541,5218,3054,6034,842,1623,4068,1295,8887,6167,29475,7685,46479,7540,6806
2003,Feb,3789,100371,40312,15927,19673,4203,1395,50469,24563,89704,17940,32707,23730,659,3849,500,353,1238,44006,14427,6290,2362,5692,706,1749,3837,1210,8901,5195,24805,6208,31270,4552,4938
2003,Mar,4147,103840,39542,15544,21581,2966,1687,54497,16460,54063,11498,25186,25096,796,4044,252,116,1099,42578,14224,6255,2223,5622,776,1543,3410,996,7739,4518,24352,5792,32276,5280,5593
2003,Apr,704,38859,13321,7796,6318,1094,986,12501,4808,23002,2531,2890,12756,479,1718,87,19,406,22130,5927,1483,455,2870,304,494,1283,335,3673,2377,5640,1769,13845,3148,2228
2003,May,469,54851,14161,7357,8148,977,1052,7056,5510,3994,1283,2552,13087,392,1779,30,4,263,12867,3963,1418,271,2299,275,386,860,175,1893,1930,6422,1395,12198,2911,1468
2003,Jun,2386,94919,26966,11419,14363,2469,1504,14051,16426,8405,5412,8477,19780,707,4279,93,38,837,15840,4094,2337,668,2925,308,597,1217,279,3015,2399,13192,2185,20786,4390,2380
2003,Jul,4043,139956,36568,15959,24007,6053,2146,28636,29541,20989,18298,25714,27038,1056,6794,236,381,2415,28032,8183,5231,1469,5067,781,1299,2439,593,5465,2902,22059,3495,37699,7785,5073
2003,Aug,4079,113944,39574,18258,27273,5599,1873,43016,34391,52847,19466,30591,28782,913,5858,559,1022,2863,34753,11170,6819,2403,5030,1148,1459,2534,789,4444,3218,25810,3917,36673,7990,7009
2003,Sep,3748,114193,42631,16008,22090,4086,1730,47623,17839,57716,13190,20942,30343,904,4381,326,311,1294,28462,11026,4256,1529,4147,665,1150,2733,867,4497,3226,22092,3548,41637,9043,4759
2003,Oct,3411,116306,43748,18352,29792,4180,1705,38418,19234,56700,14982,24175,34556,1038,4518,266,148,1130,33594,12414,5281,1926,5346,628,1768,3482,968,6140,3618,23995,4202,41675,8145,5490
2003,Nov,3462,159897,49202,17261,20073,4654,1602,37630,18368,67541,12271,29059,30454,715,3867,317,137,1385,37490,13257,5740,2050,5358,784,1571,3966,971,6399,4254,26220,5218,36461,6625,5065
2003,Dec,6724,176167,52321,18254,22812,5477,2044,47021,21778,71068,12233,24125,36492,914,6073,460,284,1451,40177,10142,5432,1932,4964,677,1337,3616,895,7606,4888,26600,5841,41892,6081,7544
2004,Jan,3192,139753,41704,14347,21826,5480,1829,39191,22763,79717,17014,30255,29154,721,3746,497,387,1491,44851,10068,5433,1898,5283,762,1122,3622,918,8422,6749,26726,6859,46724,7010,5793
2004,Feb,3351,119369,37077,16601,21433,5576,1680,43760,17189,50903,13918,29835,29634,759,4302,399,352,1308,46809,12821,7370,2224,5558,749,1382,3914,1064,9569,4525,29171,6286,35862,5438,4371
2004,Mar,4033,126500,41179,19951,27951,7338,2190,53022,18564,53481,13060,25853,28621,956,4219,415,148,1376,47657,14417,5905,2213,5149,765,1368,3721,1189,8517,4878,28456,5891,36867,6071,6105
2004,Apr,3348,126701,41829,25771,35796,6182,3356,38801,24158,75068,13484,26713,36001,1033,6524,503,219,1445,39817,11538,6057,1786,3946,873,1442,3713,886,6877,3949,23984,4829,44385,8761,5839
2004,May,3205,128787,45222,25937,29237,7247,3232,43714,23922,70021,13963,31482,59626,996,7374,399,184,1254,27567,9537,5525,1885,3807,739,1009,2942,714,4686,4215,26308,4522,42088,9285,4734
2004,Jun,4784,154243,47517,20354,27410,12710,2338,44112,21679,63014,15181,29912,52647,1416,10083,586,541,1892,26078,8429,5221,1791,3583,891,1124,2683,765,5858,3940,30146,4516,47565,11215,5064
2004,Jul,3667,182352,41668,19861,29903,15149,2532,56066,27380,92649,21955,35568,38969,2153,5327,1570,2269,4567,35270,10837,7753,2574,6569,1342,1723,3851,1356,7025,4733,32016,5662,56404,13378,7394
2004,Aug,3286,134916,44390,17701,27482,12865,2654,66617,30887,90212,19708,38602,35777,1508,5555,1350,2877,5060,37714,12305,9350,4399,6046,1679,1529,3237,1369,4412,4441,28450,5874,44785,10555,6955
2004,Sep,2956,139129,40705,19447,26506,7451,2431,62264,19562,62134,13542,25956,35575,1415,5689,529,566,1769,30600,12195,5532,2229,4855,888,1230,3611,1106,4814,4045,23229,4456,54696,12758,6005
2004,Oct,3370,137833,43938,23540,39140,8347,2448,51340,21884,70449,13840,26936,39645,1212,7799,296,175,1314,36555,14064,6354,2243,5566,1178,1342,4297,1169,7164,4867,26403,5923,51439,9855,5789
2004,Nov,3525,189734,54950,20547,22794,8020,2262,48066,19317,88223,12747,31623,41149,996,5854,397,167,1818,40378,14881,6332,2371,5778,772,1396,4501,1464,8044,5488,27698,6549,43188,7110,5823
2004,Dec,7370,186105,57108,21838,32487,9442,2981,51858,24381,84369,14030,28344,44409,1146,6732,346,276,1864,43956,11276,7053,2051,5259,928,1459,4143,1122,8898,6729,30558,7509,57216,7627,10004
2005,Jan,3626,146228,39478,18149,25070,6590,2498,48004,17457,45801,16774,20386,33541,1079,3687,586,228,1661,47854,12093,5885,2217,6257,921,1368,3981,1212,9175,9069,31813,8100,62379,8638,6931
2005,Feb,2811,120901,40338,18763,26578,9030,2300,40310,28713,61601,19104,24531,29091,836,3933,250,206,1142,46323,13051,6700,1947,5932,622,1379,4037,1077,9266,4709,28453,6366,39562,5603,4675
2005,Mar,4570,151096,47677,25520,37515,9335,3084,52225,31089,52249,15669,23476,43064,1213,5075,344,151,1792,53323,16427,6927,2293,5564,743,1642,4224,1235,9692,5564,33209,6608,43282,7365,7150
2005,Apr,3529,132420,47509,28754,43410,13657,4370,41599,23614,68775,16345,28923,44459,1198,8018,445,173,1622,38553,12633,6871,1930,4601,705,1311,3732,966,6218,4520,25776,5023,44999,9422,7205
2005,May,3455,135357,47577,34121,33739,12535,3196,43968,25187,62872,16019,28927,71892,1175,5315,395,162,1625,27649,11798,6113,2011,4783,660,1134,3230,901,5098,4735,28910,5212,46175,10440,5759
2005,Jun,5248,161399,53485,26305,30260,16788,3361,43020,23843,61150,16710,32366,65849,1663,5280,669,478,2504,27311,9240,5352,2169,4553,764,1221,2827,749,6147,4433,33215,4783,55188,11481,6489
2005,Jul,3738,192448,44301,25811,31991,22286,3628,49791,35295,93889,27702,42961,51155,1854,5665,1263,1129,4942,35875,11736,8243,2791,6993,1109,1671,4386,1216,7489,5460,36069,6501,60895,14219,7538
2005,Aug,3220,134727,45880,27093,29772,17920,2903,61522,38649,101134,22950,42791,44678,1679,6158,1170,1492,5086,39335,13070,10103,5048,6112,1098,1728,3637,1415,5123,5095,31816,6723,48381,11235,7138
2005,Sep,3983,136276,43998,27510,28915,10764,2666,57085,23649,67061,15670,25572,43975,1393,5625,783,411,2089,31655,12800,5708,2494,4803,704,1097,3590,1141,5543,5076,25977,4882,60587,12915,6693
2005,Oct,3202,141565,46161,31553,37085,9729,2956,49532,22996,74501,17754,30060,53562,1457,6037,234,101,1375,35986,15114,6029,3021,5575,777,1384,4979,1346,6970,5943,28775,6300,53289,11096,5853
2005,Nov,3614,173305,61060,28458,24961,10155,3095,50402,20552,88704,14094,31277,48170,1163,5140,401,236,2011,41193,15300,6375,2405,5996,714,1658,4561,1698,7722,6609,32993,8281,46304,8340,6741
2005,Dec,6863,187847,60523,27934,29744,11837,3814,50994,22770,79945,15123,32803,53965,1235,8091,453,210,2213,42022,11517,6618,2325,5311,753,1348,3919,1179,7913,7388,34349,8145,59155,8735,9780
2006,Jan,3010,152123,42836,23133,24544,9588,3153,45402,23587,81734,19898,40604,43086,974,4705,544,280,2341,45886,12340,6175,2563,6065,811,1483,4011,1382,9398,10078,32807,8896,63495,9035,7294
2006,Feb,3177,122336,44419,25592,26200,10794,2658,44695,22743,96562,17723,40835,40083,1218,4610,329,226,1602,50690,14776,7646,2673,5862,698,1569,4245,1331,10675,6998,32611,7818,42262,5485,5405
2006,Mar,4075,141056,52980,31939,32483,11863,3615,62353,21726,91092,16227,36144,50070,1457,5396,482,210,2251,54936,18964,7748,2859,6014,816,1500,4614,1499,9386,8060,36044,8255,53965,6317,7210
2006,Apr,3457,147235,51480,37713,37862,12993,4699,41269,28836,97423,17657,31780,53531,1251,8626,754,203,2094,41716,16067,7712,2543,4729,885,1571,4909,1209,7348,6926,28940,6407,63480,10618,8729
2006,May,2955,146039,49755,39995,30587,11755,3678,42907,24008,78594,15410,34236,80687,1611,5354,467,170,2067,28313,10865,6787,2516,4413,673,1193,3775,838,4601,6678,30705,5905,51237,9736,6443
2006,Jun,4859,167216,56325,29790,28946,17513,3547,43153,23998,71213,17393,36327,67838,2279,5811,812,349,2994,26141,9356,6104,2566,4280,630,1192,2831,799,5200,5212,36431,5043,60988,12559,6245
2006,Jul,3822,192166,48104,30567,29003,20816,4643,52407,28265,113127,27109,45685,53121,3320,6078,1785,853,5445,34260,11095,8889,2842,7156,1029,1729,4228,1467,6883,6196,39092,6967,66485,14742,8708
2006,Aug,3389,164474,51108,29722,27775,17916,3977,62970,30672,103459,23438,44846,49536,2500,6796,1842,1316,5354,39950,12952,11062,5698,6595,1294,1674,4105,1385,4949,6917,33504,6442,55387,12738,7965
2006,Sep,3511,136514,46751,29747,26498,12514,3568,51284,20463,63550,15350,29315,49413,1551,5558,666,315,2012,32342,12532,6297,2904,5264,936,1381,4048,1197,5408,6546,29118,4773,59479,12957,7011
2006,Oct,2950,210355,61466,36293,35860,12537,4008,47552,21801,70690,17087,35025,58389,1290,5669,501,123,2701,40387,14840,7179,2548,6281,879,1664,5304,1355,7726,7441,29829,5996,61388,10442,6607
2006,Nov,3782,137074,56439,35718,26895,12867,4125,52047,22845,88343,15953,43791,51570,1485,5958,609,238,2336,45786,15428,7632,2876,6157,954,1714,5396,1700,8360,8326,35157,7987,49822,7548,7601
2006,Dec,6344,205629,72640,35910,29714,13949,4987,48367,22530,81414,16218,36134,61578,1590,8721,758,352,2816,47760,11910,6967,3069,5358,836,1430,4414,1244,8775,9453,35548,8915,63644,7888,11296
2007,Jan,3813,158510,45147,27798,25863,12555,4887,49959,19559,76116,17156,46756,52339,1654,5057,494,328,2645,51913,14366,8494,3986,6039,930,1504,4942,1575,10910,13980,36947,8510,68190,7778,8981
2007,Feb,3471,120382,48175,30588,22575,11969,3749,46920,26025,111934,23307,31464,42507,1216,4797,664,290,1944,50663,14016,9103,3442,5793,796,1425,4533,1977,11128,9228,30990,8037,40252,5063,5005
2007,Mar,4547,153855,52269,39195,33087,14060,5480,58843,22361,79239,16091,42071,53444,1731,6356,775,215,2730,57778,18555,9755,3218,6252,973,1729,5056,1867,10840,9757,38849,8756,52493,6605,8405
2007,Apr,3265,142560,51360,43107,34500,15553,6838,37962,29338,99136,15343,32219,59244,1448,9160,802,261,2855,42338,13137,7858,2295,4648,792,1512,4922,1103,8043,7453,30253,6559,58557,8786,9707
2007,May,3641,155604,51348,42047,30555,14995,5295,38813,25261,85198,14952,34408,97637,1573,7378,618,202,2794,29518,10999,6783,2568,4623,677,1272,4001,989,5404,5905,31180,5916,58832,10160,6817
2007,Jun,5136,180643,59152,35997,29419,23153,5299,41289,25551,77239,16868,38027,80829,2423,5968,905,445,3347,27587,9677,6130,2476,4540,569,1219,3251,911,5621,5161,34838,5279,66784,12414,7065
2007,Jul,4219,193024,50725,35032,32250,24935,5537,49234,31990,108881,24849,46123,58731,3715,6384,1878,1112,6703,34662,12388,9451,3073,7568,1196,2101,4963,1361,7230,6978,39483,6827,75658,13648,9358
2007,Aug,3631,159570,55293,34096,29149,23778,4798,58288,32177,114463,21028,45910,56204,2804,7995,1863,1283,6050,38607,13544,11861,6079,7224,1149,2019,4389,1432,5695,7114,33668,7218,62205,11010,9075
2007,Sep,3656,136054,49733,32523,27135,15574,6099,54186,22902,76181,16276,30265,55188,1486,5906,555,226,2468,32983,13741,6416,2819,5519,680,1540,4041,1252,6058,6213,27391,5148,71269,12290,6829
2007,Oct,3292,215886,58591,36179,36655,14631,4985,51825,23224,83831,14426,33383,59747,1603,5996,617,223,3014,41140,15364,7217,2734,6468,793,1655,5157,1473,8359,7836,34968,7980,74693,11456,7960
2007,Nov,4139,136473,55020,32059,26309,15333,5042,53784,22638,103906,13742,43965,63189,1584,6006,496,247,2700,44794,16252,8322,3072,5930,709,1730,5389,1603,8930,8334,34509,7665,60543,7968,6794
2007,Dec,7437,209494,68961,30154,25919,16674,6719,53411,21084,97832,14118,39701,69669,1634,8402,888,410,3804,43710,12861,7879,2984,5747,847,1554,4459,1153,9984,9925,35809,8732,79014,9550,12792
2008,Jan,4126,155708,45984,24635,25851,12927,6090,52973,19817,108486,16342,50432,58365,1701,6211,443,308,2946,47607,14269,8771,3719,5988,720,1574,4884,1354,11653,15177,36447,8760,82778,8994,9515
2008,Feb,3338,124940,50318,28674,23320,17171,5329,47449,27263,121031,17829,40998,49078,1252,5789,640,310,2439,51178,15670,9093,3226,5948,653,1672,4834,1380,11452,8952,33006,7661,52457,5365,5032
2008,Mar,5406,155238,56359,37117,31641,17961,6989,57364,27600,98180,13778,39683,57776,2055,6073,687,250,3642,61263,18467,9707,3420,6107,820,2152,5642,1495,12522,9822,39004,8239,61681,6846,7743
2008,Apr,3409,131809,53749,39347,36226,19097,8873,36301,20232,107639,13944,33946,62908,1502,9426,719,220,3491,41645,14169,9897,3556,5805,690,1598,5993,1220,7492,8431,31189,6058,63079,8378,7913
2008,May,3927,137243,52115,41872,30487,18193,6199,42382,22867,86785,14276,36412,103468,1663,6283,533,157,3029,29785,11609,8451,2638,5542,524,1449,5038,1027,5358,8536,30862,5699,65901,9880,5917
2008,Jun,5959,154546,53217,33708,26211,27272,6292,40879,23055,70565,13146,35998,84143,2551,5799,885,404,4625,27578,10893,7147,2450,4945,494,1409,3830,893,6627,6912,35304,5078,73802,10554,6437
2008,Jul,4505,168492,46968,34135,28884,29462,7068,47659,28218,105528,19398,39614,63373,3749,6286,1592,1022,8182,33476,13500,11267,3971,7759,763,2243,5896,1550,8361,8596,39087,6838,79776,13056,8306
2008,Aug,4627,134811,44118,34984,25901,24828,6680,53699,26847,91325,16923,42338,58626,2492,8029,1911,1094,7253,39090,14690,13597,6556,7241,1077,2108,5361,1495,5597,8850,32440,6026,65465,10578,8739
2008,Sep,3569,144158,44892,34314,24530,16065,5815,48771,20765,66582,12303,25914,53488,1115,4969,474,137,3266,34246,14033,7682,3397,5476,798,1440,4873,1359,5874,7878,25160,4273,72816,10776,6019
2008,Oct,3340,158276,54973,38577,34193,18719,6581,47736,20016,76836,13503,30930,67510,1335,6018,750,265,3898,39720,16762,8200,3077,6525,824,1563,6014,1476,7946,9544,31842,6708,75866,11008,7882
2008,Nov,3989,119530,60463,34208,21914,17701,5738,48225,19197,79096,12535,24445,56927,1739,5631,607,221,3082,43739,16946,8782,3367,6121,785,2033,6570,1811,8073,10667,30713,7040,60257,7239,6494
2008,Dec,8090,180678,84324,37367,24747,19903,6928,47602,22238,66689,11947,22308,62641,1844,9304,855,450,5317,43606,14272,8604,3658,5773,897,1859,5853,1589,9340,10919,31577,7664,79278,8098,10634
2009,Jan,4080,118342,44243,26249,22661,19870,5521,38382,23399,105144,15986,25516,46752,1257,4322,446,201,3598,41540,14551,8168,3564,5696,681,1472,5378,1583,10789,15076,28845,7121,80008,7812,6879
2009,Feb,3421,103501,45726,28911,23335,19292,4909,42807,19720,80037,12744,27387,42275,1314,4598,819,228,2678,47245,14985,9002,3154,5701,652,1447,5456,1559,9539,9223,26724,6443,51144,4327,4454
2009,Mar,5390,128446,59660,35718,28055,18307,5916,46797,21290,91275,12542,20759,46779,1503,4340,781,188,3631,52832,19351,10418,3979,5917,666,1868,5605,1575,9249,9928,32022,7104,54821,4819,5577
2009,Apr,3759,126815,51299,44622,32151,21663,8226,31633,28587,86525,11970,21323,55994,1442,7845,719,197,4177,41612,15931,9831,2861,5109,603,1946,6162,1320,8184,8001,28287,5866,65046,6620,6056
2009,May,3935,129444,54995,42460,27066,20397,5512,29800,21529,52058,11602,21854,90395,1460,4544,671,276,3557,29410,11002,8642,3069,4889,519,1316,4392,897,5044,7634,26832,4956,59136,7963,5020
2009,Jun,5618,159603,61465,33487,24479,28171,5150,28060,21703,41650,11486,20991,78538,3014,4992,849,572,4115,26538,10373,7685,3038,4654,747,1447,3709,842,5715,6662,32615,4495,65796,9342,5633
2009,Jul,3598,169634,54087,32072,26643,32814,6147,46633,33382,72326,17351,30389,65978,3756,5820,1807,1843,6655,34303,13356,11867,3623,9498,1021,2387,6023,1554,7498,7759,37270,5732,79439,10879,7372
2009,Aug,3520,131985,61893,35930,23533,24506,4850,50698,36218,86530,17490,32332,54631,2358,7523,1503,821,5466,37578,15563,16005,8871,8954,1517,2254,4832,1661,5107,8501,32539,5623,67152,8957,6806
2009,Sep,4257,182901,68008,35289,23587,17520,5042,52561,21509,59588,10443,15714,57110,1055,5616,771,345,3644,34738,14742,8383,3727,6076,747,1707,4533,1592,6056,8056,25190,3761,73407,9259,5116
2009,Oct,3988,137011,69426,38367,35977,20939,6249,43247,25512,83273,13208,16069,67239,1461,6242,666,254,3078,40654,17384,10012,3695,7021,718,1806,6314,1697,7958,9341,32734,5752,81622,9431,6708
2009,Nov,5260,143014,82747,37810,23588,19905,5694,38949,20525,90358,11900,19620,49836,1495,6078,1069,413,4631,43724,20619,10339,3436,6431,612,1967,6119,1970,8604,10304,34402,6391,68570,7570,6258
2009,Dec,9705,214634,110760,41157,26830,22030,7056,40420,21046,87983,10039,20033,70097,2165,8090,714,412,4299,39582,15824,9376,3753,6413,767,1748,5306,1255,9106,9944,33244,6790,84158,6855,10514
2010,Jan,5245,173640,67942,32704,24635,19109,5512,37747,19415,98918,15511,39437,57404,1585,4770,513,443,3686,44522,18091,10010,4619,6597,755,1954,6078,1709,11135,15603,35514,6860,89584,8392,7373
2010,Feb,4139,143921,68678,32510,23154,20478,4583,40669,24904,143050,17738,29589,46061,1292,4734,714,587,3036,47559,17337,10684,3821,6328,684,1882,6100,1574,11005,9941,31167,6424,55364,4481,4442
2010,Mar,5692,166036,81757,43959,31815,21338,7000,51836,26245,88038,15220,30113,53966,1662,5375,689,468,3842,54448,24044,11349,4014,6767,810,2249,6485,2081,11557,11355,37123,7048,63659,5602,5916
2010,Apr,3943,163076,77476,54454,50657,26681,9646,35179,35564,91702,14509,24785,73219,1707,9961,1038,305,4301,41354,17908,11283,3527,5571,630,2089,6926,1401,7744,8272,33480,6734,70079,6639,6459
2010,May,4796,185809,81937,55312,38925,26153,6556,36827,32047,71636,17111,32161,115965,1565,6043,771,451,3764,29285,14058,10323,3406,5881,577,1542,6413,1314,5295,8018,32124,5457,63517,8109,5015
2010,Jun,5953,214445,93089,44491,30712,35590,6236,36469,32190,69081,13542,30033,83472,2926,5750,942,806,4620,25734,11839,8359,3201,4907,566,1535,4338,1140,6349,6914,39055,4969,74597,9655,5103
2010,Jul,5578,232630,82611,43441,37256,43861,6879,44649,46727,117778,23937,32673,64912,3908,6207,2400,2548,8870,31806,14647,11904,4084,8447,611,2625,6888,1916,7810,8509,41173,6646,87289,10847,6388
2010,Aug,4244,165525,75916,39283,34804,32844,5838,56680,46696,130593,20959,34169,57109,1510,7816,972,719,6133,34990,17269,15794,8781,7884,906,2542,6148,2013,5519,10653,34225,6397,68222,9122,7004
2010,Sep,4628,243869,95484,40672,30711,24338,5376,45012,28469,74457,13486,25665,54860,1125,5759,1345,535,4299,31692,15994,8362,3734,5740,501,1878,4978,1486,5274,8282,27957,4337,80293,9481,5751
2010,Oct,3750,178939,82803,52011,57951,24692,6482,43497,32834,92627,13854,29009,75574,1469,6295,902,380,3683,37576,18241,10062,3328,6352,687,1977,7045,1823,7963,9882,36707,6161,77097,8799,6024
2010,Nov,4673,176118,99975,50094,30197,21246,5953,51542,29852,94035,13133,27814,72920,1401,5786,1554,723,5729,43246,22283,11753,4394,6077,562,2168,7086,2162,8458,10795,34324,6485,64152,7245,5847
2010,Dec,9516,262235,129821,55518,39250,26550,8277,48844,32636,99578,12186,25255,73532,1777,10477,793,403,4513,39557,17552,10578,4177,5969,717,1958,5891,1474,8375,11522,34346,7624,86705,7418,10218
2011,Jan,4547,208232,78342,43339,33230,19704,6457,48799,29322,132040,18218,41070,63078,1572,5721,849,455,3992,41408,19862,10957,5048,6722,749,2059,6859,1878,10758,17367,38267,7897,98023,8102,7865
2011,Feb,3890,177003,81747,48107,31019,26850,5897,58190,38190,149941,19139,36810,50696,1161,5908,1208,631,3429,41665,19290,10755,3518,6229,524,1755,6551,1882,9967,10206,33944,6898,58135,4287,3911
2011,Mar,5795,191842,96418,59922,45728,23756,8466,59999,32721,129749,15222,29619,57601,1361,5635,792,392,4654,49753,23715,12342,5155,7100,735,2452,7002,1839,9338,12266,43236,9415,65885,6939,5544
2011,Apr,3747,194335,87230,76197,55662,24152,11168,38311,52413,131797,18828,28004,74097,1490,9706,1231,342,4447,44966,18274,11852,3583,5949,532,2198,7598,1555,8516,8412,34124,7163,85297,11322,6533
2011,May,4007,199881,90528,72488,44274,24500,7893,41594,37886,110920,18758,33736,114316,1653,5744,936,378,4179,28282,12628,10086,3499,5445,511,1623,5333,1205,5117,7334,34105,6116,72365,12893,4539
